Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_3:Line_1_3),RLGC1[1 2] - (Line_1_3:Line_2_4),RLGC1[2 2] - (Line_2_4:Line_2_4)
6.72e+09,Conductance,0.00231037,-0.000323806,0.00231037
6.72e+09,Capacitance,2.58558e-12,-3.47903e-13,2.58558e-12
6.79333e+09,Resistance,1.51982,0.0446112,1.51982
6.79333e+09,Inductance,6.27644e-09,8.41519e-10,6.27644e-09
6.79333e+09,Conductance,0.00233491,-0.000327278,0.00233491
6.79333e+09,Capacitance,2.58558e-12,-3.47903e-13,2.58558e-12
6.86667e+09,Resistance,1.52791,0.0444744,1.52791
6.86667e+09,Inductance,6.27629e-09,8.41514e-10,6.27629e-09
6.86667e+09,Conductance,0.00235943,-0.000330499,0.00235943
6.86667e+09,Capacitance,2.58558e-12,-3.47903e-13,2.58558e-12
6.94e+09,Resistance,1.53614,0.0450084,1.53614
6.94e+09,Inductance,6.27613e-09,8.41508e-10,6.27613e-09
6.94e+09,Conductance,0.00238395,-0.000333987,0.00238395
6.94e+09,Capacitance,2.58558e-12,-3.47902e-13,2.58558e-12
7.01333e+09,Resistance,1.54415,0.0449551,1.54415
7.01333e+09,Inductance,6.27598e-09,8.41501e-10,6.27598e-09
7.01333e+09,Conductance,0.00240848,-0.000337243,0.00240848
7.01333e+09,Capacitance,2.58558e-12,-3.47901e-13,2.58558e-12
7.08667e+09,Resistance,1.55227,0.045344,1.55227
7.08667e+09,Inductance,6.27583e-09,8.41493e-10,6.27583e-09
7.08667e+09,Conductance,0.00243299,-0.00034067,0.00243299
7.08667e+09,Capacitance,2.58558e-12,-3.479e-13,2.58558e-12
7.16e+09,Resistance,1.56025,0.0455521,1.56025
7.16e+09,Inductance,6.27569e-09,8.41487e-10,6.27569e-09
7.16e+09,Conductance,0.00245752,-0.000344031,0.00245752
7.16e+09,Capacitance,2.58558e-12,-3.47899e-13,2.58558e-12
7.23333e+09,Resistance,1.56832,0.0462319,1.56832
7.23333e+09,Inductance,6.27555e-09,8.41485e-10,6.27555e-09
7.23333e+09,Conductance,0.00248204,-0.00034758,0.00248204
7.23333e+09,Capacitance,2.58558e-12,-3.47899e-13,2.58558e-12
7.30667e+09,Resistance,1.57615,0.0456867,1.57615
7.30667e+09,Inductance,6.27542e-09,8.41493e-10,6.27542e-09
7.30667e+09,Conductance,0.00250651,-0.000350629,0.00250651
7.30667e+09,Capacitance,2.58558e-12,-3.47905e-13,2.58558e-12
7.38e+09,Resistance,1.58409,0.0463143,1.58409
7.38e+09,Inductance,6.27528e-09,8.4149e-10,6.27528e-09
7.38e+09,Conductance,0.00253104,-0.00035416,0.00253104
7.38e+09,Capacitance,2.58558e-12,-3.47905e-13,2.58558e-12
7.45333e+09,Resistance,1.59195,0.0464994,1.59195
7.45333e+09,Inductance,6.27514e-09,8.41478e-10,6.27514e-09
7.45333e+09,Conductance,0.00255553,-0.000357503,0.00255553
7.45333e+09,Capacitance,2.58558e-12,-3.47902e-13,2.58558e-12
7.52667e+09,Resistance,1.59981,0.0471212,1.59981
7.52667e+09,Inductance,6.275e-09,8.41463e-10,6.275e-09
7.52667e+09,Conductance,0.00258006,-0.00036103,0.00258006
7.52667e+09,Capacitance,2.58558e-12,-3.47897e-13,2.58558e-12
7.6e+09,Resistance,1.60762,0.0471816,1.60762
7.6e+09,Inductance,6.27487e-09,8.41461e-10,6.27487e-09
7.6e+09,Conductance,0.00260452,-0.000364318,0.00260452
7.6e+09,Capacitance,2.58558e-12,-3.47898e-13,2.58558e-12
7.67333e+09,Resistance,1.61513,0.0471553,1.61513
7.67333e+09,Inductance,6.27475e-09,8.41498e-10,6.27475e-09
7.67333e+09,Conductance,0.00262908,-0.000367611,0.00262908
7.67333e+09,Capacitance,2.58559e-12,-3.47915e-13,2.58559e-12
7.74667e+09,Resistance,1.6229,0.0472787,1.6229
7.74667e+09,Inductance,6.27462e-09,8.4147e-10,6.27462e-09
7.74667e+09,Conductance,0.00265353,-0.000370914,0.00265353
7.74667e+09,Capacitance,2.58558e-12,-3.47905e-13,2.58558e-12
7.82e+09,Resistance,1.63067,0.0476297,1.63067
7.82e+09,Inductance,6.27449e-09,8.41455e-10,6.27449e-09
7.82e+09,Conductance,0.00267798,-0.000374315,0.00267798
7.82e+09,Capacitance,2.58558e-12,-3.479e-13,2.58558e-12
7.89333e+09,Resistance,1.63831,0.0511078,1.63831
7.89333e+09,Inductance,6.27438e-09,8.41478e-10,6.27438e-09
7.89333e+09,Conductance,0.00270283,-0.000379074,0.00270283
7.89333e+09,Capacitance,2.58558e-12,-3.4791e-13,2.58558e-12
7.96667e+09,Resistance,1.64588,0.0477263,1.64588
7.96667e+09,Inductance,6.27424e-09,8.4146e-10,6.27424e-09
7.96667e+09,Conductance,0.00272691,-0.000380893,0.00272691
7.96667e+09,Capacitance,2.58558e-12,-3.47905e-13,2.58558e-12
8.04e+09,Resistance,1.65332,0.047177,1.65332
8.04e+09,Inductance,6.27412e-09,8.41476e-10,6.27412e-09
8.04e+09,Conductance,0.00275136,-0.000383945,0.00275136
8.04e+09,Capacitance,2.58558e-12,-3.47914e-13,2.58558e-12
8.11333e+09,Resistance,1.66102,0.0487585,1.66102
8.11333e+09,Inductance,6.274e-09,8.41435e-10,6.274e-09
8.11333e+09,Conductance,0.00277591,-0.000387852,0.00277591
8.11333e+09,Capacitance,2.58558e-12,-3.47898e-13,2.58558e-12
8.18667e+09,Resistance,1.66838,0.0483617,1.66838
8.18667e+09,Inductance,6.27388e-09,8.41463e-10,6.27388e-09
